building_number,center_x,center_y,area_pixels,label_id
1,22,5,200,1
2,291,146,29648,2
3,374,2,5,3
4,383,3,17,4
5,652,61,3335,5
6,596,0,1,6
7,635,0,21,7
8,708,0,9,8
9,719,0,4,9
10,930,51,1734,10
11,843,0,1,11
12,1365,34,1304,12
13,403,6,7,13
14,923,5,1,14
15,398,7,1,15
16,466,6,5,16
17,396,8,2,17
18,903,9,1,18
19,16,30,381,19
20,550,16,3,20
21,666,16,2,21
22,560,19,2,22
23,421,28,1,23
24,578,35,1,24
25,687,38,2,25
26,694,42,2,26
27,238,47,12,27
28,798,48,1,28
29,940,51,2,29
30,207,58,6,30
31,716,56,3,31
32,1226,71,514,32
33,931,58,1,33
34,938,59,1,34
35,725,61,3,35
36,222,62,4,36
37,229,63,3,37
38,245,66,48,38
39,98,90,1570,39
40,1211,68,1,40
41,548,71,2,41
42,4,81,112,42
43,224,76,17,43
44,366,74,8,44
45,958,75,1,45
46,1021,109,585,46
47,243,76,4,47
48,249,77,1,48
49,237,89,1,49
50,1430,101,707,50
51,263,92,1,51
52,268,93,1,52
53,867,109,595,53
54,242,96,13,54
55,195,97,1,55
56,306,97,1,56
57,369,96,1,57
58,192,99,1,58
59,436,100,2,59
60,427,102,3,60
61,598,103,2,61
62,193,104,18,62
63,409,105,3,63
64,421,105,2,64
65,451,107,2,65
66,479,106,1,66
67,668,165,1418,67
68,361,115,14,68
69,196,115,5,69
70,445,115,4,70
71,400,117,1,71
72,301,120,1,72
73,40,124,2,73
74,1046,135,260,74
75,40,129,2,75
76,941,228,6870,76
77,43,133,1,77
78,1096,170,781,78
79,1088,132,1,79
80,337,137,5,80
81,728,187,1187,81
82,1043,136,2,82
83,1045,137,1,83
84,42,139,1,84
85,392,141,6,85
86,38,141,4,86
87,142,142,1,87
88,215,144,1,88
89,430,148,21,89
90,1041,144,1,90
91,35,147,4,91
92,140,146,7,92
93,158,151,62,93
94,276,159,16,94
95,99,156,1,95
96,138,159,1,96
97,319,165,33,97
98,1222,205,972,98
99,410,163,1,99
100,139,164,1,100
101,181,168,19,101
102,159,169,1,102
103,172,170,2,103
104,225,170,3,104
105,414,170,1,105
106,431,172,23,106
107,154,175,24,107
108,172,177,1,108
109,32,179,1,109
110,275,179,2,110
111,600,266,6839,111
112,72,187,1,112
113,258,187,2,113
114,543,187,1,114
115,678,188,1,115
116,1053,217,1244,116
117,288,192,3,117
118,806,287,4706,118
119,34,194,1,119
120,149,200,37,120
121,410,202,19,121
122,1031,202,3,122
123,215,204,1,123
124,956,208,18,124
125,964,209,19,125
126,1107,209,1,126
127,125,210,1,127
128,166,210,2,128
129,220,212,26,129
130,1203,250,886,130
131,127,213,2,131
132,213,213,1,132
133,343,212,1,133
134,429,213,3,134
135,203,215,4,135
136,1032,220,23,136
137,597,216,1,137
138,853,217,1,138
139,128,218,1,139
140,423,220,16,140
141,365,221,12,141
142,595,222,4,142
143,844,221,3,143
144,165,225,4,144
145,923,231,24,145
146,44,343,6471,146
147,208,229,3,147
148,164,232,3,148
149,342,234,4,149
150,916,232,2,150
151,207,235,4,151
152,1098,287,5596,152
153,1318,257,909,153
154,31,242,31,154
155,216,239,6,155
156,290,238,4,156
157,604,239,3,157
158,341,241,4,158
159,507,241,2,159
160,296,247,6,160
161,877,246,4,161
162,197,324,3577,162
163,985,251,8,163
164,295,253,4,164
165,21,256,2,165
166,488,260,1,166
167,1461,289,1016,167
168,1100,265,1,168
169,1063,266,1,169
170,516,268,2,170
171,699,268,2,171
172,745,276,19,172
173,207,643,37724,173
174,1293,311,845,174
175,495,280,1,175
176,802,295,76,176
177,698,285,1,177
178,824,284,2,178
179,328,292,16,179
180,336,293,14,180
181,536,286,1,181
182,829,286,2,182
183,920,331,3920,183
184,34,295,20,184
185,43,297,18,185
186,92,293,20,186
187,640,295,86,187
188,1104,293,23,188
189,85,298,2,189
190,88,299,1,190
191,417,359,1750,191
192,90,300,1,192
193,92,301,2,193
194,891,300,1,194
195,1181,300,1,195
196,95,302,1,196
197,629,481,27932,197
198,380,305,1,198
199,976,304,1,199
200,383,306,4,200
201,312,309,1,201
202,388,308,4,202
203,962,309,1,203
204,1124,367,6181,204
205,381,313,16,205
206,80,312,1,206
207,82,313,1,207
208,75,317,6,208
209,85,314,4,209
210,926,314,1,210
211,89,316,1,211
212,379,319,19,212
213,523,318,2,213
214,958,322,14,214
215,5,323,26,215
216,522,323,4,216
217,951,324,2,217
218,45,334,36,218
219,830,334,61,219
220,956,328,4,220
221,6,332,9,221
222,285,333,1,222
223,548,338,28,223
224,0,339,2,224
225,4,339,9,225
226,882,339,1,226
227,975,340,31,227
228,178,344,6,228
229,582,347,76,229
230,681,350,23,230
231,835,399,7183,231
232,881,343,4,232
233,199,346,4,233
234,311,346,6,234
235,317,351,17,235
236,1041,344,3,236
237,325,354,19,237
238,880,349,4,238
239,1103,348,2,239
240,308,353,5,240
241,204,354,1,241
242,205,356,3,242
243,879,354,1,243
244,274,359,2,244
245,239,363,5,245
246,1333,385,556,246
247,49,366,2,247
248,766,366,4,248
249,1217,370,1,249
250,1491,388,196,250
251,62,372,1,251
252,794,374,4,252
253,97,405,773,253
254,321,382,21,254
255,629,378,22,255
256,814,377,2,256
257,298,379,5,257
258,560,381,7,258
259,718,379,19,259
260,813,380,4,260
261,1219,378,1,261
262,899,385,17,262
263,98,385,1,263
264,614,385,1,264
265,718,386,24,265
266,1238,384,4,266
267,1245,385,2,267
268,289,386,1,268
269,113,391,2,269
270,492,395,20,270
271,501,391,1,271
272,818,390,3,272
273,885,390,1,273
274,286,393,1,274
275,1041,436,2343,275
276,335,394,1,276
277,1199,395,6,277
278,1234,398,15,278
279,42,401,1,279
280,601,405,9,280
281,40,406,1,281
282,348,407,2,282
283,503,408,1,283
284,507,409,5,284
285,251,410,2,285
286,511,410,1,286
287,795,411,1,287
288,890,424,91,288
289,824,413,28,289
290,761,462,3619,290
291,1161,456,1457,291
292,1270,511,4419,292
293,254,429,22,293
294,297,434,4,294
295,599,433,2,295
296,602,434,1,296
297,892,486,3735,297
298,287,452,108,298
299,314,450,5,299
300,492,451,3,300
301,1032,453,1,301
302,312,456,3,302
303,663,461,74,303
304,24,461,15,304
305,327,461,1,305
306,377,476,771,306
307,1410,500,1593,307
308,1029,508,3750,308
309,17,467,2,309
310,20,468,2,310
311,23,469,2,311
312,787,468,2,312
313,13,470,1,313
314,26,470,2,314
315,603,472,1,315
316,766,472,7,316
317,368,474,1,317
318,749,482,33,318
319,357,477,2,319
320,888,482,4,320
321,289,490,29,321
322,761,483,4,322
323,995,482,1,323
324,299,485,1,324
325,837,484,4,325
326,537,487,5,326
327,777,486,2,327
328,306,490,3,328
329,760,489,4,329
330,309,490,1,330
331,541,491,6,331
332,555,490,3,332
333,1024,492,7,333
334,305,493,1,334
335,364,511,755,335
336,795,492,2,336
337,836,493,3,337
338,304,495,2,338
339,842,494,3,339
340,1130,526,840,340
341,303,498,1,341
342,833,499,11,342
343,841,500,17,343
344,995,498,3,344
345,874,501,1,345
346,1179,535,1038,346
347,342,502,1,347
348,898,504,3,348
349,918,506,8,349
350,353,507,1,350
351,842,506,1,351
352,910,507,1,352
353,338,508,1,353
354,630,511,43,354
355,1054,508,1,355
356,1172,508,3,356
357,211,510,1,357
358,891,511,4,358
359,694,514,12,359
360,1143,517,2,360
361,255,519,2,361
362,970,520,5,362
363,974,521,2,363
364,253,524,6,364
365,1014,523,1,365
366,1034,525,2,366
367,772,527,1,367
368,843,526,1,368
369,250,530,4,369
370,842,530,5,370
371,1378,691,3793,371
372,352,545,844,372
373,585,536,22,373
374,255,535,1,374
375,1487,556,241,375
376,3,551,101,376
377,708,541,2,377
378,1006,582,3354,378
379,204,545,33,379
380,563,583,1759,380
381,330,547,1,381
382,890,547,1,382
383,973,548,1,383
384,1499,548,1,384
385,903,551,3,385
386,833,553,5,386
387,761,556,1,387
388,887,559,20,388
389,873,560,1,389
390,342,582,949,390
391,853,568,66,391
392,653,587,650,392
393,800,564,11,393
394,1139,598,1251,394
395,194,569,18,395
396,246,567,1,396
397,839,716,22325,397
398,313,572,1,398
399,811,573,1,399
400,191,578,30,400
401,323,577,2,401
402,308,578,2,402
403,1255,623,1800,403
404,183,583,4,404
405,187,585,1,405
406,321,584,1,406
407,190,586,4,407
408,194,586,6,408
409,705,591,1,409
410,768,595,19,410
411,871,638,3707,411
412,1011,595,1,412
413,332,614,1052,413
414,838,615,81,414
415,676,605,8,415
416,179,608,5,416
417,304,610,1,417
418,1317,610,2,418
419,183,614,11,419
420,676,616,18,420
421,905,618,9,421
422,299,617,2,422
423,1004,660,3935,423
424,724,619,3,424
425,878,620,1,425
426,790,624,5,426
427,794,625,1,427
428,146,626,1,428
429,218,629,4,429
430,32,742,3565,430
431,835,631,9,431
432,217,633,1,432
433,172,638,1,433
434,1124,680,2733,434
435,170,641,1,435
436,284,641,1,436
437,634,679,1189,437
438,849,641,2,438
439,1498,645,1,439
440,279,647,2,440
441,294,646,1,441
442,154,648,3,442
443,1035,651,3,443
444,292,653,1,444
445,779,653,1,445
446,995,652,5,446
447,98,654,1,447
448,100,655,1,448
449,233,655,1,449
450,1000,655,1,450
451,174,662,15,451
452,882,656,1,452
453,923,656,18,453
454,1154,831,10568,454
455,891,658,4,455
456,113,660,2,456
457,960,660,1,457
458,238,665,8,458
459,230,671,36,459
460,0,671,4,460
461,258,672,2,461
462,828,687,53,462
463,160,685,12,463
464,255,680,1,464
465,947,680,1,465
466,113,685,25,466
467,1138,684,11,467
468,300,688,5,468
469,303,687,3,469
470,177,688,2,470
471,182,696,20,471
472,250,691,2,472
473,63,695,32,473
474,542,735,1835,474
475,759,694,4,475
476,777,692,16,476
477,0,698,11,477
478,153,702,16,478
479,114,703,13,479
480,1130,705,3,480
481,169,707,1,481
482,1134,706,4,482
483,1139,707,3,483
484,167,710,4,484
