building_number,center_x,center_y,area_pixels,label_id
1,1027,15,293,1
2,921,20,362,2
3,822,65,1224,3
4,1032,62,713,4
5,1034,41,2,5
6,180,147,3726,6
7,836,349,6297,7
8,1042,139,536,8
9,509,235,3438,9
10,830,175,3,10
11,0,204,46,11
12,522,186,4,12
13,848,185,1,13
14,1023,209,569,14
15,458,186,1,15
16,847,188,2,16
17,843,199,26,17
18,857,233,2,18
19,563,244,3,19
20,914,249,1,20
21,866,258,8,21
22,354,279,321,22
23,578,280,1,23
24,835,280,1,24
25,575,287,1,25
26,850,287,2,26
27,827,303,3,27
28,68,344,1033,28
29,759,328,408,29
30,92,335,1,30
31,757,370,467,31
32,426,367,280,32
33,315,386,638,33
34,69,367,2,34
35,152,466,2524,35
36,4,390,121,36
37,52,448,2064,37
38,840,400,6,38
39,591,468,2851,39
40,834,525,1714,40
41,253,449,524,41
42,423,450,517,42
43,819,433,2,43
44,261,438,1,44
45,425,438,1,45
46,415,442,2,46
47,690,443,6,47
48,267,448,1,48
49,759,479,655,49
50,250,473,1,50
51,397,605,9701,51
52,686,486,2,52
53,310,493,2,53
54,660,494,3,54
55,97,545,1106,55
56,583,500,1,56
57,629,507,1,57
58,101,508,2,58
59,602,508,1,59
60,604,509,1,60
61,194,530,372,61
62,351,516,2,62
63,257,524,1,63
64,379,534,31,64
65,596,618,6258,65
66,44,546,517,66
67,359,532,1,67
68,399,538,1,68
69,398,540,1,69
70,397,542,1,70
71,425,550,27,71
72,276,611,4604,72
73,439,548,1,73
74,241,562,33,74
75,388,555,1,75
76,264,562,24,76
77,747,624,1596,77
78,789,566,2,78
79,455,571,1,79
80,549,573,1,80
81,461,574,2,81
82,548,575,1,82
83,547,577,1,83
84,787,581,2,84
85,500,585,2,85
86,512,586,3,86
87,518,589,2,87
88,351,593,2,88
89,791,593,2,89
90,211,596,5,90
91,349,597,4,91
92,130,674,2338,92
93,346,601,2,93
94,154,613,3,94
95,306,613,1,95
96,832,615,2,96
97,571,618,1,97
98,203,620,1,98
99,581,625,1,99
100,146,765,7476,100
101,675,628,1,101
102,501,635,14,102
103,505,630,1,103
104,674,630,1,104
105,492,634,4,105
106,673,632,1,106
107,280,827,7897,107
108,615,634,1,108
109,481,711,3775,109
110,270,647,26,110
111,586,644,1,111
112,456,648,1,112
113,555,650,2,113
114,828,671,323,114
115,626,671,34,115
116,261,697,1075,116
117,674,670,1,117
118,515,674,1,118
119,611,738,6250,119
120,204,689,1,120
121,252,688,1,121
122,545,695,6,122
123,467,696,2,123
124,713,712,393,124
125,745,718,608,125
126,640,702,2,126
127,631,704,1,127
128,195,706,1,128
129,801,765,1671,129
130,330,710,2,130
131,217,832,3403,131
132,547,716,31,132
133,905,775,1201,133
134,178,825,2895,134
135,628,728,36,135
136,368,764,703,136
137,467,750,26,137
138,799,744,1,138
139,511,746,3,139
140,631,751,12,140
141,260,756,17,141
142,352,753,1,142
143,615,753,1,143
144,301,755,1,144
145,506,755,3,145
146,43,834,1981,146
147,720,829,3222,147
148,163,758,3,148
149,564,761,5,149
150,569,762,1,150
151,858,774,277,151
152,314,764,1,152
153,358,765,1,153
154,294,772,24,154
155,459,843,4324,155
156,81,770,1,156
157,344,913,8850,157
158,594,837,4357,158
159,619,823,1,159
160,587,831,3,160
161,593,832,2,161
162,810,861,323,162
163,74,852,1,163
164,376,863,1,164
165,571,909,3897,165
166,746,866,1,166
167,438,870,18,167
168,862,902,770,168
169,279,877,30,169
170,273,888,32,170
171,725,945,3830,171
172,610,898,30,172
173,1,897,8,173
174,745,902,2,174
175,493,1091,12503,175
176,40,933,912,176
177,786,933,1,177
178,168,999,5190,178
179,606,935,4,179
180,679,940,12,180
181,412,942,35,181
182,757,945,19,182
183,852,955,510,183
184,899,959,362,184
185,640,964,466,185
186,735,954,3,186
187,675,954,3,187
188,221,956,1,188
189,98,960,2,189
190,740,961,2,190
191,745,1124,13470,191
192,271,966,1,192
193,615,1088,5494,193
194,369,970,1,194
195,668,972,6,195
196,39,986,321,196
197,443,987,268,197
198,451,976,1,198
199,861,1028,1404,199
200,500,989,2,200
201,770,993,16,201
202,672,997,2,202
203,435,1000,1,203
204,74,1003,1,204
205,367,1006,1,205
206,361,1012,6,206
207,760,1012,1,207
208,694,1020,14,208
209,425,1016,1,209
210,57,1029,338,210
211,780,1025,18,211
212,130,1026,2,212
213,289,1072,2656,213
214,495,1028,2,214
215,554,1030,1,215
216,54,1033,2,216
217,154,1076,2055,217
218,150,1033,3,218
219,690,1035,2,219
220,252,1039,3,220
221,265,1040,1,221
222,454,1147,5619,222
223,512,1047,1,223
224,709,1048,4,224
225,809,1046,1,225
226,504,1049,2,226
227,468,1052,2,227
228,432,1062,2,228
229,634,1067,39,229
230,401,1068,1,230
231,401,1126,1578,231
232,881,1117,1259,232
233,218,1084,219,233
234,252,1075,1,234
235,27,1116,1153,235
236,150,1082,2,236
237,216,1082,1,237
238,438,1083,1,238
239,301,1084,1,239
240,311,1097,276,240
241,314,1084,1,241
242,211,1086,2,242
243,206,1095,1,243
244,201,1100,5,244
245,734,1103,1,245
246,308,1110,1,246
247,132,1134,285,247
248,305,1123,1,248
249,290,1160,1061,249
250,318,1123,1,250
251,635,1123,3,251
252,799,1131,299,252
253,120,1125,1,253
254,165,1139,363,254
255,332,1181,1334,255
256,370,1127,1,256
257,129,1131,4,257
258,22,1137,52,258
259,843,1144,261,259
260,235,1151,656,260
261,219,1139,1,261
262,244,1139,1,262
263,361,1141,15,263
264,595,1168,797,264
265,124,1148,1,265
266,137,1148,1,266
267,0,1153,4,267
268,231,1153,1,268
269,627,1152,2,269
270,59,1206,1554,270
271,181,1193,426,271
272,850,1175,363,272
273,287,1169,1,273
274,758,1169,1,274
275,204,1181,106,275
276,194,1177,1,276
277,35,1181,1,277
278,369,1180,1,278
279,371,1193,242,279
280,23,1185,1,280
281,36,1185,1,281
282,505,1184,1,282
283,397,1186,1,283
284,273,1188,1,284
285,661,1266,3970,285
286,453,1191,2,286
287,861,1209,406,287
288,73,1194,1,288
289,86,1194,1,289
290,631,1194,4,290
291,738,1196,1,291
292,54,1199,1,292
293,401,1198,1,293
294,496,1372,7791,294
295,266,1204,1,295
296,364,1204,1,296
297,454,1205,2,297
298,497,1204,2,298
299,27,1209,1,299
300,240,1208,1,300
301,244,1222,280,301
302,253,1208,1,302
303,451,1209,2,303
304,777,1212,1,304
305,332,1214,1,305
306,333,1235,561,306
307,350,1215,1,307
308,76,1221,1,308
309,430,1220,1,309
310,146,1272,2288,310
311,121,1222,1,311
312,790,1223,4,312
313,312,1227,1,313
314,90,1229,1,314
315,133,1229,1,315
316,726,1229,1,316
317,391,1231,1,317
318,404,1231,1,318
319,213,1247,466,319
320,372,1282,2347,320
321,237,1235,1,321
322,661,1235,2,322
323,657,1238,1,323
324,374,1241,1,324
325,64,1243,1,325
326,267,1260,467,326
327,159,1244,1,327
328,43,1332,3678,328
329,121,1249,1,329
330,204,1251,4,330
331,302,1275,562,331
332,367,1251,1,332
333,75,1253,1,333
334,98,1255,1,334
335,111,1255,1,335
336,352,1255,1,336
337,364,1255,2,337
338,415,1255,1,338
339,333,1256,1,339
340,11,1260,3,340
341,211,1267,97,341
342,222,1260,1,342
343,871,1286,512,343
344,161,1275,1,344
345,416,1274,2,345
346,397,1280,1,346
347,298,1285,9,347
348,881,1285,2,348
349,357,1287,2,349
350,300,1291,5,350
351,9,1292,1,351
352,410,1293,1,352
353,359,1299,2,353
354,233,1348,1699,354
355,961,1331,664,355
356,212,1306,1,356
357,378,1307,2,357
358,621,1309,1,358
359,363,1314,15,359
360,77,1315,1,360
361,950,1314,1,361
362,591,1419,7707,362
363,370,1319,2,363
364,355,1390,6067,364
365,13,1326,1,365
366,26,1326,1,366
367,949,1329,2,367
368,666,1347,345,368
369,359,1335,1,369
370,698,1406,3121,370
371,12,1339,1,371
372,100,1338,1,372
373,955,1339,1,373
374,48,1341,1,374
375,627,1344,1,375
376,4,1353,34,376
377,970,1351,1,377
378,10,1359,59,378
379,317,1352,1,379
380,10,1382,315,380
381,530,1358,1,381
382,0,1362,2,382
383,118,1400,1153,383
384,115,1362,1,384
385,403,1362,1,385
386,75,1365,1,386
387,81,1366,1,387
388,393,1369,1,388
389,630,1370,1,389
390,918,1407,946,390
391,605,1372,2,391
392,107,1377,1,392
393,262,1376,1,393
394,1,1382,26,394
395,521,1378,2,395
396,389,1381,1,396
397,350,1382,1,397
398,515,1383,1,398
399,211,1386,1,399
400,248,1388,1,400
401,586,1388,2,401
402,118,1394,10,402
403,326,1392,1,403
404,320,1396,1,404
405,336,1399,24,405
406,317,1398,1,406
407,626,1401,7,407
408,338,1408,28,408
409,631,1404,1,409
410,1,1410,30,410
411,269,1409,1,411
412,434,1408,1,412
413,783,1454,3012,413
414,1373,1460,3491,414
415,500,1412,1,415
416,244,1415,1,416
417,432,1415,1,417
418,157,1417,1,418
419,614,1418,21,419
420,63,1419,1,420
421,82,1448,577,421
422,76,1419,1,422
423,1052,1433,307,423
424,1250,1464,1613,424
425,194,1463,762,425
426,189,1431,1,426
427,282,1432,1,427
428,1174,1464,1036,428
429,1260,1450,2,429
430,836,1465,349,430
431,461,1455,1,431
432,913,1475,606,432
433,1098,1476,775,433
434,1068,1460,1,434
435,1081,1460,1,435
436,1362,1461,1,436
437,1363,1463,1,437
438,1364,1465,2,438
439,1019,1483,407,439
440,1074,1473,24,440
441,723,1484,405,441
442,1120,1472,1,442
443,368,1486,259,443
444,377,1474,1,444
445,507,1475,1,445
446,644,1489,1038,446
447,785,1476,3,447
448,920,1475,2,448
449,806,1476,2,449
450,1323,1477,1,450
451,1079,1483,25,451
452,1322,1479,3,452
453,224,1480,2,453
454,226,1480,1,454
455,491,1485,12,455
456,1255,1483,1,456
457,1047,1490,86,457
458,1086,1492,37,458
459,843,1492,194,459
460,1112,1486,1,460
461,449,1492,1,461
462,520,1492,1,462
463,1074,1495,30,463
464,1395,1495,73,464
465,553,1496,70,465
466,1101,1497,16,466
467,1111,1498,10,467
468,1333,1498,14,468
469,596,1499,1,469
470,1049,1499,1,470
471,1124,1499,1,471
472,1254,1499,1,472
