building_number,center_x,center_y,area_pixels,label_id
1,1076,62,1957,1
2,1256,21,482,2
3,1303,5,127,3
4,822,293,108186,4
5,1263,14,2,5
6,1408,73,2293,6
7,710,23,149,7
8,909,27,2,8
9,596,30,48,9
10,1306,44,353,10
11,681,32,1,11
12,328,221,9569,12
13,753,78,396,13
14,848,44,50,14
15,781,54,2,15
16,1311,91,1181,16
17,1339,63,1,17
18,1276,64,1,18
19,854,75,2,19
20,868,74,4,20
21,323,86,1,21
22,494,134,1349,22
23,715,116,271,23
24,324,104,1,24
25,1293,106,1,25
26,584,135,851,26
27,773,119,2,27
28,186,142,572,28
29,753,147,205,29
30,643,132,39,30
31,669,131,54,31
32,929,157,242,32
33,659,153,223,33
34,455,162,244,34
35,710,151,64,35
36,444,157,42,36
37,648,162,23,37
38,881,178,3,38
39,526,193,68,39
40,569,191,64,40
41,411,222,473,41
42,587,205,325,42
43,869,241,653,43
44,475,220,63,44
45,618,231,5,45
46,1139,237,4,46
47,618,245,5,47
48,605,246,2,48
49,1115,248,43,49
50,1130,248,1,50
51,914,257,6,51
52,750,267,2,52
53,1125,269,2,53
54,1129,268,1,54
55,1305,269,3,55
56,835,274,1,56
57,976,277,1,57
58,835,284,2,58
59,1378,290,5,59
60,1401,291,4,60
61,265,307,1,61
62,1098,317,1,62
63,446,318,3,63
64,1124,340,119,64
65,365,325,4,65
66,767,332,4,66
67,443,333,1,67
68,1105,337,12,68
69,1301,340,3,69
70,1245,345,4,70
71,376,347,6,71
72,1071,349,1,72
73,1382,352,2,73
74,164,374,440,74
75,1046,360,1,75
76,353,364,1,76
77,1235,377,3,77
78,1170,378,1,78
79,1231,378,2,79
80,441,383,3,80
81,1218,383,1,81
82,834,393,11,82
83,580,394,4,83
84,142,423,749,84
85,157,399,1,85
86,369,400,4,86
87,560,403,1,87
88,791,405,7,88
89,1071,404,1,89
90,1060,406,2,90
91,785,411,53,91
92,676,432,269,92
93,664,415,1,93
94,662,416,1,94
95,514,418,1,95
96,656,420,10,96
97,664,418,1,97
98,304,421,3,98
99,686,422,9,99
100,691,423,3,100
101,736,426,1,101
102,1341,435,127,102
103,417,433,2,103
104,1057,436,2,104
105,1283,446,89,105
106,1073,438,2,106
107,1297,444,6,107
108,1090,449,4,108
109,1318,453,2,109
110,1094,454,1,110
111,1312,455,3,111
112,1316,454,1,112
113,674,458,2,113
114,1154,460,1,114
