building_number,center_x,center_y,area_pixels,label_id
1,57,14,337,1
2,140,6,154,2
3,214,48,4171,3
4,377,54,1140,4
5,339,0,1,5
6,417,45,1123,6
7,381,0,1,7
8,462,25,989,8
9,463,5,71,9
10,760,279,56989,10
11,964,3,118,11
12,1017,0,1,12
13,1053,3,83,13
14,1237,15,879,14
15,1367,22,2150,15
16,1372,3,101,16
17,1433,0,4,17
18,1460,5,3,18
19,1224,12,26,19
20,20,23,505,20
21,314,36,501,21
22,234,15,2,22
23,1439,14,2,23
24,758,30,31,24
25,689,28,31,25
26,1012,28,1,26
27,1067,28,1,27
28,72,92,1989,28
29,134,31,1,29
30,482,31,1,30
31,1018,30,1,31
32,150,35,1,32
33,345,35,1,33
34,467,36,1,34
35,1324,168,15006,35
36,809,41,2,36
37,820,41,1,37
38,941,40,20,38
39,319,46,1,39
40,1099,47,1,40
41,9,60,272,41
42,386,51,3,42
43,731,59,34,43
44,941,51,21,44
45,1139,66,355,45
46,77,63,210,46
47,182,58,2,47
48,1056,64,62,48
49,1109,176,7683,49
50,1132,64,1,50
51,232,83,478,51
52,232,66,1,52
53,299,67,1,53
54,795,67,1,54
55,288,70,1,55
56,209,108,848,56
57,291,74,2,57
58,1016,74,1,58
59,805,81,28,59
60,1497,80,19,60
61,400,82,23,61
62,639,120,2217,62
63,5,106,291,63
64,435,80,1,64
65,1466,80,2,65
66,1490,88,40,66
67,992,84,15,67
68,762,90,8,68
69,660,95,40,69
70,486,139,1557,70
71,1281,106,244,71
72,819,109,36,72
73,1434,110,48,73
74,1340,104,4,74
75,745,107,1,75
76,1375,121,38,76
77,232,117,1,77
78,667,118,42,78
79,1017,116,3,79
80,1092,121,2,80
81,734,130,20,81
82,164,158,568,82
83,1008,128,3,83
84,1352,128,2,84
85,612,132,14,85
86,111,132,1,86
87,115,141,171,87
88,124,132,1,88
89,190,147,297,89
90,1017,132,2,90
91,1230,133,1,91
92,499,135,2,92
93,848,135,1,93
94,652,136,1,94
95,92,169,1153,95
96,276,166,772,96
97,12,150,274,97
98,1494,147,87,98
99,451,146,5,99
100,125,149,21,100
101,136,159,210,101
102,267,151,1,102
103,110,153,1,103
104,611,192,1274,104
105,1148,153,1,105
106,1211,154,15,106
107,236,165,217,107
108,264,155,2,108
109,1256,159,33,109
110,1314,157,2,110
111,33,158,1,111
112,54,183,716,112
113,292,159,1,113
114,256,161,1,114
115,945,161,1,115
116,1371,160,2,116
117,277,162,2,117
118,1151,162,1,118
119,269,164,2,119
120,300,165,1,120
121,761,164,1,121
122,800,166,14,122
123,218,185,453,123
124,273,167,2,124
125,129,170,1,125
126,1196,171,3,126
127,984,173,1,127
128,5,186,116,128
129,229,175,2,129
130,982,174,1,130
131,1276,176,41,131
132,231,177,1,132
133,375,187,176,133
134,377,177,1,134
135,748,176,1,135
136,819,179,1,136
137,1444,179,2,137
138,621,181,5,138
139,1440,181,1,139
140,391,317,9057,140
141,771,184,1,141
142,1271,187,45,142
143,0,188,2,143
144,252,234,1961,144
