building_number,center_x,center_y,area_pixels,label_id
1,16,9,286,1
2,51,29,1006,2
3,97,0,1,3
4,113,1,31,4
5,85,55,1766,5
6,167,0,4,6
7,184,10,322,7
8,226,27,738,8
9,265,40,1192,9
10,303,0,2,10
11,340,45,2489,11
12,357,0,1,12
13,380,0,1,13
14,382,0,1,14
15,448,41,1849,15
16,516,29,1373,16
17,564,6,149,17
18,567,0,1,18
19,598,18,707,19
20,619,0,1,20
21,624,0,1,21
22,671,18,348,22
23,1154,18,1411,23
24,1158,0,24,24
25,1261,11,836,25
26,1273,0,3,26
27,1279,0,1,27
28,1299,0,1,28
29,1406,12,901,29
30,1470,6,170,30
31,1492,6,96,31
32,619,5,8,32
33,1270,3,4,33
34,298,6,1,34
35,1233,13,9,35
36,529,14,1,36
37,219,16,1,37
38,329,16,1,38
39,669,17,2,39
40,286,19,2,40
41,593,18,1,41
42,431,21,2,42
43,600,21,1,43
44,527,23,1,44
45,187,25,1,45
46,243,27,1,46
47,316,27,1,47
48,632,46,537,48
49,671,29,1,49
50,140,33,1,50
51,361,33,1,51
52,639,38,1,52
53,274,41,1,53
54,127,43,1,54
55,209,42,1,55
56,383,42,1,56
57,366,112,2442,57
58,530,45,1,58
59,338,48,7,59
60,509,47,1,60
61,120,112,3170,61
62,401,51,1,62
63,289,52,1,63
64,316,57,18,64
65,371,54,1,65
66,494,101,2438,66
67,170,58,3,67
68,263,58,1,68
69,323,59,17,69
70,203,60,1,70
71,216,60,1,71
72,382,60,1,72
73,161,64,2,73
74,342,66,1,74
75,580,66,1,75
76,409,68,1,76
77,465,69,2,77
78,397,72,14,78
79,149,74,2,79
80,284,75,1,80
81,328,74,2,81
82,416,86,178,82
83,567,76,1,83
84,142,78,3,84
85,278,141,2517,85
86,394,80,23,86
87,533,78,1,87
88,354,84,1,88
89,391,89,25,89
90,218,86,1,90
91,232,86,1,91
92,377,87,1,92
93,402,88,13,93
94,408,91,2,94
95,385,96,12,95
96,481,98,1,96
97,6,110,139,97
98,364,101,1,98
99,458,105,1,99
100,468,108,2,100
101,334,111,2,101
102,85,113,1,102
103,251,113,1,103
104,460,113,3,104
105,77,117,1,105
106,340,117,2,106
107,364,116,2,107
108,409,119,1,108
109,450,122,29,109
110,54,121,1,110
111,178,180,2978,111
112,19,164,921,112
113,373,128,1,113
114,434,133,2,114
115,264,140,2,115
116,382,142,1,116
117,199,145,4,117
118,332,218,2020,118
119,408,151,1,119
120,17,154,1,120
121,394,164,4,121
122,363,181,1,122
123,118,185,1,123
124,202,188,2,124
125,281,195,1,125
126,152,197,1,126
127,1337,287,2922,127
128,220,250,2063,128
129,79,272,1709,129
130,145,215,1,130
131,154,218,4,131
132,314,219,1,132
133,309,222,1,133
134,302,226,1,134
135,358,274,1869,135
136,149,256,340,136
137,85,241,2,137
138,305,246,2,138
139,308,252,10,139
140,71,255,3,140
141,148,263,2,141
142,390,270,2,142
143,1449,305,981,143
144,313,272,1,144
145,318,273,1,145
146,155,291,233,146
147,273,296,328,147
148,106,290,2,148
149,372,292,3,149
150,89,296,3,150
151,88,298,1,151
152,223,311,366,152
153,181,332,377,153
154,264,327,235,154
155,111,318,2,155
156,489,376,1899,156
157,185,330,3,157
158,386,358,844,158
159,79,372,1730,159
160,304,354,467,160
161,469,335,2,161
162,303,342,2,162
163,464,343,1,163
164,200,360,367,164
165,399,344,1,165
166,142,347,1,166
167,408,347,2,167
168,303,390,1380,168
169,507,352,1,169
170,451,396,1611,170
171,484,356,2,171
172,750,386,1205,172
173,312,363,2,173
174,611,426,1561,174
175,89,420,2023,175
176,198,367,1,176
177,499,366,2,177
178,235,413,1656,178
179,84,371,1,179
180,154,378,2,180
181,275,379,1,181
182,462,379,1,182
183,503,379,1,183
184,1323,420,1357,184
185,237,383,1,185
186,644,382,1,186
187,161,385,2,187
188,465,390,4,188
189,288,391,2,189
190,291,390,1,190
191,366,440,1848,191
192,1427,419,1392,192
193,143,395,1,193
194,485,395,3,194
195,682,436,1960,195
196,121,401,3,196
197,673,404,1,197
198,133,458,2954,198
199,364,409,1,199
200,517,409,3,200
201,385,411,2,201
202,439,410,1,202
203,648,413,1,203
204,794,421,1,204
205,597,423,1,205
206,650,425,1,206
207,400,427,2,207
208,453,479,1977,208
209,283,435,1,209
