building_number,center_x,center_y,area_pixels,label_id
1,570,14,305,1
2,800,26,1072,2
3,917,8,189,3
4,1084,19,785,4
5,1092,0,2,5
6,1118,0,1,6
7,1198,77,9821,7
8,1176,0,8,8
9,1242,4,27,9
10,1317,0,1,10
11,1329,0,5,11
12,1357,0,6,12
13,1357,34,692,13
14,1421,12,406,14
15,1408,0,1,15
16,744,5,2,16
17,1472,27,405,17
18,1183,11,2,18
19,1294,14,2,19
20,1163,24,4,20
21,1149,28,1,21
22,1168,30,1,22
23,1389,49,366,23
24,870,58,462,24
25,1021,52,375,25
26,1116,47,3,26
27,1352,46,1,27
28,1467,47,1,28
29,1349,50,5,29
30,1399,53,1,30
31,876,55,3,31
32,1219,61,2,32
33,1366,104,818,33
34,1322,82,5,34
35,629,97,312,35
36,1016,107,522,36
37,990,203,3956,37
38,1069,187,430,38
39,1007,191,1,39
40,1007,202,2,40
41,1078,242,511,41
42,880,259,364,42
43,1084,294,518,43
44,485,535,4197,44
45,602,489,1,45
46,651,505,2,46
47,686,531,540,47
48,1419,518,268,48
49,1480,521,228,49
50,452,515,1,50
51,548,520,1,51
52,561,520,1,52
53,1381,538,264,53
54,486,532,1,54
55,499,532,1,55
56,1475,569,1040,56
57,534,542,1,57
58,1418,568,654,58
59,124,576,744,59
60,549,552,4,60
61,523,562,4,61
62,1467,563,13,62
63,1468,572,15,63
64,594,575,1,64
65,438,578,3,65
66,530,593,3,66
67,500,602,1,67
68,1407,637,2244,68
69,1475,635,1240,69
70,510,608,3,70
71,553,610,1,71
72,520,614,1,72
73,1468,636,40,73
74,1346,695,4272,74
75,1495,653,34,75
76,1475,705,1089,76
77,1404,688,16,77
78,1431,687,36,78
79,1431,696,18,79
80,1472,696,39,80
81,1431,704,36,81
82,1473,714,24,82
83,1386,724,28,83
84,1405,723,29,84
85,551,750,926,85
86,683,815,2961,86
87,1433,779,1135,87
88,1300,780,2223,88
89,1482,780,1225,89
90,1394,787,911,90
91,1431,755,30,91
92,530,827,365,92
93,1343,904,2568,93
94,1297,841,282,94
95,1431,946,3384,95
96,1476,911,2156,96
97,1485,857,7,97
98,105,936,8071,98
99,1268,876,253,99
100,1395,879,277,100
101,35,875,3,101
102,1493,882,13,102
103,1474,891,19,103
104,1480,889,1,104
105,1495,890,9,105
106,7,913,356,106
107,1496,898,20,107
108,1400,935,908,108
109,37,902,3,109
110,62,903,5,110
111,1430,905,1,111
112,6,910,3,112
113,33,917,1,113
114,1474,917,1,114
115,58,919,4,115
116,1470,919,1,116
117,1472,918,1,117
118,1474,923,18,118
119,1493,923,2,119
120,484,969,977,120
121,86,932,2,121
122,127,939,1,122
123,200,943,1,123
124,167,945,1,124
125,1326,956,429,125
126,70,950,1,126
127,56,954,2,127
128,88,955,7,128
129,20,957,3,129
130,89,964,1,130
131,1437,967,42,131
132,10,968,2,132
133,1483,1136,3419,133
134,1480,971,1,134
135,160,974,2,135
136,1444,975,10,136
137,1432,976,9,137
138,143,982,1,138
139,1438,983,47,139
140,421,1019,626,140
141,1430,993,3,141
142,1443,992,15,142
143,36,1105,4165,143
144,160,1076,4153,144
145,431,1006,3,145
146,5,1030,249,146
147,1475,1008,12,147
148,101,1041,755,148
149,1351,1022,362,149
150,1320,1136,7548,150
151,485,1014,1,151
152,323,1231,6559,152
153,498,1014,1,153
154,432,1019,2,154
155,177,1022,3,155
156,428,1026,2,156
157,423,1034,2,157
158,1497,1039,25,158
159,394,1052,328,159
160,344,1090,1120,160
161,1431,1097,1745,161
162,216,1047,1,162
163,220,1046,1,163
164,233,1082,867,164
165,1289,1047,4,165
166,210,1053,3,166
167,251,1058,4,167
168,503,1122,1095,168
169,360,1072,3,169
170,1376,1073,1,170
171,83,1140,1446,171
172,238,1079,3,172
173,1482,1082,6,173
174,1496,1084,26,174
175,231,1084,3,175
176,1378,1086,4,176
177,183,1090,2,177
178,1482,1091,2,178
179,1491,1091,1,179
180,1495,1097,35,180
181,1439,1095,39,181
182,530,1156,1212,182
183,171,1106,1,183
184,216,1107,2,184
185,1439,1109,50,185
186,167,1113,2,186
187,1420,1113,2,187
188,221,1116,1,188
189,166,1173,1258,189
190,428,1121,2,190
191,448,1121,5,191
192,431,1126,4,192
193,596,1131,1,193
194,196,1133,3,194
195,569,1222,2556,195
196,439,1137,1,196
197,452,1137,1,197
198,191,1140,1,198
199,406,1140,2,199
200,410,1144,3,200
201,143,1144,1,201
202,139,1152,4,202
203,177,1155,1,203
204,114,1180,592,204
205,1433,1184,1024,205
206,178,1164,1,206
207,604,1171,2,207
208,451,1176,1,208
209,464,1176,1,209
210,593,1179,3,210
211,158,1187,3,211
212,414,1262,970,212
213,152,1193,3,213
214,578,1196,1,214
215,515,1207,1,215
216,564,1207,1,216
217,99,1224,407,217
218,105,1209,1,218
219,1439,1294,2817,219
220,139,1214,5,220
221,603,1221,1,221
222,1423,1225,3,222
223,263,1227,1,223
224,276,1227,1,224
225,519,1230,5,225
226,1420,1232,15,226
227,482,1235,1,227
228,483,1344,4349,228
229,248,1236,1,229
230,1443,1236,4,230
231,1421,1239,12,231
232,257,1241,2,232
233,1487,1242,17,233
234,62,1291,1335,234
235,50,1245,1,235
236,281,1253,2,236
237,237,1258,2,237
238,380,1265,3,238
239,375,1269,2,239
240,344,1274,1,240
241,397,1284,4,241
242,1481,1325,575,242
243,392,1289,5,243
244,461,1288,4,244
245,1486,1289,3,245
246,243,1290,2,246
247,477,1305,1,247
248,1491,1308,21,248
249,393,1311,1,249
250,406,1311,1,250
251,566,1326,327,251
252,87,1315,1,252
253,383,1316,1,253
254,252,1320,1,254
255,516,1327,1,255
256,19,1353,596,256
257,290,1331,1,257
258,244,1398,1480,258
259,1489,1380,457,259
260,506,1335,1,260
261,356,1403,1182,261
262,6,1341,1,262
263,1337,1416,1779,263
264,549,1354,2,264
265,32,1376,248,265
266,1,1368,14,266
267,561,1367,2,267
268,32,1369,2,268
269,1498,1373,11,269
270,27,1374,4,270
271,231,1378,1,271
272,560,1379,2,272
273,552,1385,2,273
274,555,1385,1,274
275,0,1388,8,275
276,8,1402,119,276
277,405,1443,509,277
278,482,1396,1,278
279,548,1404,1,279
280,128,1435,592,280
281,249,1457,813,281
282,222,1420,2,282
283,356,1423,3,283
284,174,1429,1,284
285,176,1428,2,285
286,364,1433,11,286
287,125,1433,3,287
288,224,1433,1,288
289,237,1433,1,289
290,56,1437,1,290
291,44,1465,682,291
292,198,1441,1,292
293,376,1447,3,293
294,52,1452,27,294
295,60,1453,2,295
296,160,1471,388,296
297,467,1476,420,297
298,51,1458,6,298
299,54,1459,1,299
300,154,1462,2,300
301,157,1462,1,301
302,29,1465,1,302
303,44,1466,2,303
304,150,1468,1,304
305,1489,1484,157,305
306,170,1490,1,306
307,1376,1494,94,307
308,38,1494,1,308
309,218,1497,1,309
310,1324,1497,23,310
311,386,1499,1,311
312,466,1499,1,312
